date,hospital_id,department,total_beds,occupied_beds,admissions,discharges,avg_length_of_stay,staff_on_duty,occupancy_rate
2019-03-02,3,General Ward,100,59,10,10,3,22,59.34
2019-03-03,3,General Ward,100,58,12,23,4,25,58.99
2019-03-04,3,General Ward,100,86,12,16,4,29,86.15
2019-03-05,3,General Ward,100,74,15,22,4,27,74.29
2019-03-06,3,General Ward,100,84,12,16,5,27,84.84
2019-03-07,3,General Ward,100,86,12,16,4,26,86.47
2019-03-08,3,General Ward,100,84,16,18,5,27,84.79
2019-03-09,3,General Ward,100,61,20,15,3,23,61.35
2019-03-10,3,General Ward,100,51,16,20,3,25,51.8
2019-03-11,3,General Ward,100,71,12,18,4,26,71.44
2019-03-12,3,General Ward,100,74,14,15,5,26,74.99
2019-03-13,3,General Ward,100,77,15,11,3,26,77.89
2019-03-14,3,General Ward,100,76,12,20,3,27,76.84
2019-03-15,3,General Ward,100,80,15,20,4,28,80.24
2019-03-16,3,General Ward,100,66,8,18,2,25,66.42
2019-03-17,3,General Ward,100,68,11,13,2,25,68.04
2019-03-18,3,General Ward,100,80,9,14,6,31,80.01
2019-03-19,3,General Ward,100,85,17,15,3,32,85.35
2019-03-20,3,General Ward,100,72,13,10,3,25,72.14
2019-03-21,3,General Ward,100,68,10,18,3,25,68.1
2019-03-22,3,General Ward,100,87,12,11,2,27,87.22
2019-03-23,3,General Ward,100,69,8,8,2,26,69.13
2019-03-24,3,General Ward,100,65,14,10,4,23,65.43
2019-03-25,3,General Ward,100,81,12,12,2,25,81.7
2019-03-26,3,General Ward,100,75,13,15,4,28,75.98
2019-03-27,3,General Ward,100,79,8,16,3,28,79.46
2019-03-28,3,General Ward,100,81,22,15,3,28,81.5
2019-03-29,3,General Ward,100,83,15,13,4,25,83.61
2019-03-30,3,General Ward,100,63,17,9,4,21,63.24
2019-03-31,3,General Ward,100,68,23,10,4,26,68.28
2019-04-01,3,General Ward,100,73,21,16,2,26,73.22
2019-04-02,3,General Ward,100,70,16,21,3,26,70.32
2019-04-03,3,General Ward,100,74,13,11,2,25,74.49
2019-04-04,3,General Ward,100,75,13,20,4,25,75.61
2019-04-05,3,General Ward,100,76,19,16,4,27,76.58
2019-04-06,3,General Ward,100,61,21,15,5,27,61.43
2019-04-07,3,General Ward,100,67,26,22,4,27,67.37
2019-04-08,3,General Ward,100,84,18,18,4,25,84.89
2019-04-09,3,General Ward,100,62,19,18,4,24,62.58
2019-04-10,3,General Ward,100,76,14,15,4,30,76.92
2019-04-11,3,General Ward,100,83,7,14,4,27,83.91
2019-04-12,3,General Ward,100,80,10,14,3,27,80.19
2019-04-13,3,General Ward,100,70,12,12,3,27,70.0
2019-04-14,3,General Ward,100,61,7,11,4,26,61.37
2019-04-15,3,General Ward,100,81,17,19,4,27,81.75
2019-04-16,3,General Ward,100,76,13,18,3,29,76.43
2019-04-17,3,General Ward,100,78,12,14,5,30,78.47
2019-04-18,3,General Ward,100,69,10,10,4,28,69.03
2019-04-19,3,General Ward,100,74,14,15,4,28,74.8
2019-04-20,3,General Ward,100,50,15,12,4,23,50.91
2019-04-21,3,General Ward,100,54,19,11,4,21,54.07
2019-04-22,3,General Ward,100,73,12,26,3,24,73.87
2019-04-23,3,General Ward,100,72,15,13,4,27,72.64
2019-04-24,3,General Ward,100,80,17,11,3,28,80.44
2019-04-25,3,General Ward,100,86,25,16,3,27,86.55
2019-04-26,3,General Ward,100,81,12,11,4,31,81.13
2019-04-27,3,General Ward,100,58,14,13,3,30,58.7
2019-04-28,3,General Ward,100,63,18,20,3,25,63.3
2019-04-29,3,General Ward,100,75,12,19,3,25,75.34
2019-04-30,3,General Ward,100,83,16,11,4,27,83.57
2019-05-01,3,General Ward,100,69,15,16,3,26,69.82
2019-05-02,3,General Ward,100,70,15,8,3,27,70.18
2019-05-03,3,General Ward,100,72,16,17,2,27,72.14
2019-05-04,3,General Ward,100,59,13,5,4,24,59.19
2019-05-05,3,General Ward,100,66,14,19,2,24,66.22
2019-05-06,3,General Ward,100,76,13,18,4,32,76.66
2019-05-07,3,General Ward,100,72,13,19,4,24,72.31
2019-05-08,3,General Ward,100,84,15,20,3,29,84.18
2019-05-09,3,General Ward,100,78,23,16,3,26,78.3
2019-05-10,3,General Ward,100,71,10,11,2,27,72.0
2019-05-11,3,General Ward,100,58,8,12,4,29,58.19
2019-05-12,3,General Ward,100,51,19,17,2,27,51.95
2019-05-13,3,General Ward,100,69,12,15,4,25,69.88
2019-05-14,3,General Ward,100,77,12,18,4,26,77.07
2019-05-15,3,General Ward,100,72,18,14,3,31,72.28
2019-05-16,3,General Ward,100,78,8,5,4,24,78.29
2019-05-17,3,General Ward,100,62,8,18,3,28,62.89
2019-05-18,3,General Ward,100,45,15,21,4,20,45.55
2019-05-19,3,General Ward,100,61,11,18,5,24,61.43
2019-05-20,3,General Ward,100,67,18,18,4,24,67.03
2019-05-21,3,General Ward,100,68,18,15,5,24,68.11
2019-05-22,3,General Ward,100,75,19,12,2,27,75.4
2019-05-23,3,General Ward,100,70,8,6,4,29,70.65
2019-05-24,3,General Ward,100,78,13,12,4,28,78.8
2019-05-25,3,General Ward,100,56,12,13,5,29,56.06
2019-05-26,3,General Ward,100,60,17,12,5,25,60.78
2019-05-27,3,General Ward,100,73,15,12,3,25,73.79
2019-05-28,3,General Ward,100,71,14,13,3,30,71.28
2019-05-29,3,General Ward,100,71,13,14,4,28,71.39
2019-05-30,3,General Ward,100,75,11,15,4,28,75.34
2019-05-31,3,General Ward,100,84,9,10,4,28,84.83
2019-06-01,3,General Ward,100,46,15,15,4,25,46.05
2019-06-02,3,General Ward,100,46,16,11,4,25,46.52
2019-06-03,3,General Ward,100,68,15,13,3,26,68.38
2019-06-04,3,General Ward,100,63,13,9,6,30,63.08
2019-06-05,3,General Ward,100,70,20,8,5,26,70.19
2019-06-06,3,General Ward,100,69,17,17,3,22,69.74
2019-06-07,3,General Ward,100,71,8,15,5,30,71.45
2019-06-08,3,General Ward,100,36,19,13,4,24,36.16
2019-06-09,3,General Ward,100,50,12,15,3,24,50.32
2019-06-10,3,General Ward,100,62,16,16,4,28,62.76
2019-06-11,3,General Ward,100,55,17,11,3,23,55.76
2019-06-12,3,General Ward,100,53,16,18,2,26,53.26
2019-06-13,3,General Ward,100,67,19,20,5,26,67.11
2019-06-14,3,General Ward,100,70,17,11,5,22,70.11
2019-06-15,3,General Ward,100,49,8,13,4,25,49.64
2019-06-16,3,General Ward,100,54,14,14,4,21,54.32
2019-06-17,3,General Ward,100,57,13,12,3,27,57.96
2019-06-18,3,General Ward,100,60,15,18,4,27,60.58
2019-06-19,3,General Ward,100,72,14,14,2,27,72.94
2019-06-20,3,General Ward,100,67,17,11,3,27,67.41
2019-06-21,3,General Ward,100,64,12,10,3,28,64.72
2019-06-22,3,General Ward,100,41,11,15,3,21,41.18
2019-06-23,3,General Ward,100,61,14,14,2,26,61.36
2019-06-24,3,General Ward,100,57,14,6,4,26,57.67
2019-06-25,3,General Ward,100,58,17,22,3,27,58.37
2019-06-26,3,General Ward,100,52,13,14,3,25,52.85
2019-06-27,3,General Ward,100,69,22,17,3,28,69.28
2019-06-28,3,General Ward,100,68,20,18,2,26,68.39
2019-06-29,3,General Ward,100,44,20,12,3,22,44.22
2019-06-30,3,General Ward,100,47,12,19,3,27,47.79
2019-07-01,3,General Ward,100,59,11,17,3,27,59.6
2019-07-02,3,General Ward,100,62,8,10,2,27,62.28
2019-07-03,3,General Ward,100,61,13,17,3,27,61.6
2019-07-04,3,General Ward,100,49,14,13,5,23,49.59
2019-07-05,3,General Ward,100,64,22,11,5,23,64.33
2019-07-06,3,General Ward,100,42,11,14,2,22,42.92
2019-07-07,3,General Ward,100,40,22,11,2,20,40.13
2019-07-08,3,General Ward,100,52,10,12,4,25,52.95
2019-07-09,3,General Ward,100,45,17,22,5,27,45.68
2019-07-10,3,General Ward,100,62,22,16,4,25,62.28
2019-07-11,3,General Ward,100,56,13,12,4,27,56.02
2019-07-12,3,General Ward,100,62,10,11,5,25,62.71
2019-07-13,3,General Ward,100,49,13,11,3,25,49.23
2019-07-14,3,General Ward,100,47,23,10,5,23,47.43
2019-07-15,3,General Ward,100,73,23,12,3,25,73.29
2019-07-16,3,General Ward,100,49,14,11,2,19,49.27
2019-07-17,3,General Ward,100,47,13,12,5,26,47.05
2019-07-18,3,General Ward,100,63,14,17,5,26,63.14
2019-07-19,3,General Ward,100,55,14,17,2,24,55.28
2019-07-20,3,General Ward,100,36,17,19,1,22,36.94
2019-07-21,3,General Ward,100,36,18,11,5,24,36.44
2019-07-22,3,General Ward,100,54,18,11,5,25,54.78
2019-07-23,3,General Ward,100,53,20,16,4,30,53.35
2019-07-24,3,General Ward,100,52,19,13,2,26,52.97
2019-07-25,3,General Ward,100,51,16,12,3,25,51.68
2019-07-26,3,General Ward,100,53,20,9,3,25,53.07
2019-07-27,3,General Ward,100,48,20,11,3,25,48.45
2019-07-28,3,General Ward,100,42,16,10,3,23,42.1
2019-07-29,3,General Ward,100,61,18,15,4,26,61.67
2019-07-30,3,General Ward,100,52,12,16,3,23,52.65
2019-07-31,3,General Ward,100,61,21,11,4,26,61.61
2019-08-01,3,General Ward,100,60,15,17,3,23,60.08
2019-08-02,3,General Ward,100,36,19,14,3,25,36.63
2019-08-03,3,General Ward,100,37,11,15,4,20,37.01
2019-08-04,3,General Ward,100,35,13,14,4,27,35.03
2019-08-05,3,General Ward,100,46,21,13,2,24,46.78
2019-08-06,3,General Ward,100,51,19,15,4,26,51.71
2019-08-07,3,General Ward,100,49,13,13,3,26,49.81
2019-08-08,3,General Ward,100,46,12,12,3,28,46.9
2019-08-09,3,General Ward,100,46,19,15,5,26,46.98
2019-08-10,3,General Ward,100,36,18,9,2,27,36.53
2019-08-11,3,General Ward,100,35,16,14,1,27,35.4
2019-08-12,3,General Ward,100,38,15,12,3,28,38.68
2019-08-13,3,General Ward,100,57,11,14,3,25,57.95
2019-08-14,3,General Ward,100,50,18,11,4,25,50.4
2019-08-15,3,General Ward,100,44,11,15,4,26,44.06
2019-08-16,3,General Ward,100,51,10,13,3,25,51.45
2019-08-17,3,General Ward,100,36,17,14,5,24,36.37
2019-08-18,3,General Ward,100,46,14,11,5,20,46.29
2019-08-19,3,General Ward,100,52,20,18,4,26,52.41
2019-08-20,3,General Ward,100,49,13,14,5,24,49.12
2019-08-21,3,General Ward,100,50,16,15,2,23,50.49
2019-08-22,3,General Ward,100,52,14,19,2,26,52.08
2019-08-23,3,General Ward,100,53,15,13,3,21,53.93
2019-08-24,3,General Ward,100,34,10,11,4,22,34.58
2019-08-25,3,General Ward,100,39,13,19,1,23,39.35
2019-08-26,3,General Ward,100,55,15,8,3,25,55.15
2019-08-27,3,General Ward,100,53,13,14,3,26,53.01
2019-08-28,3,General Ward,100,54,22,17,3,25,54.77
2019-08-29,3,General Ward,100,54,8,14,3,25,54.61
2019-08-30,3,General Ward,100,53,19,17,4,24,53.45
2019-08-31,3,General Ward,100,31,17,19,2,27,31.18
2019-09-01,3,General Ward,100,36,21,18,3,23,36.78
2019-09-02,3,General Ward,100,46,8,14,3,27,46.0
2019-09-03,3,General Ward,100,43,16,8,4,26,43.88
2019-09-04,3,General Ward,100,41,7,11,4,21,41.12
2019-09-05,3,General Ward,100,50,14,15,3,25,50.71
2019-09-06,3,General Ward,100,55,16,15,3,24,55.14
2019-09-07,3,General Ward,100,33,11,10,4,23,33.89
2019-09-08,3,General Ward,100,38,11,13,3,23,38.77
2019-09-09,3,General Ward,100,46,16,13,3,26,46.33
2019-09-10,3,General Ward,100,58,13,18,3,27,58.53
2019-09-11,3,General Ward,100,55,15,16,3,25,55.51
2019-09-12,3,General Ward,100,37,20,13,2,25,37.08
2019-09-13,3,General Ward,100,43,11,15,3,25,43.45
2019-09-14,3,General Ward,100,33,12,12,3,21,33.23
2019-09-15,3,General Ward,100,32,13,19,2,22,32.04
2019-09-16,3,General Ward,100,44,14,22,2,25,44.5
2019-09-17,3,General Ward,100,52,14,13,3,27,52.22
2019-09-18,3,General Ward,100,48,17,14,3,25,48.67
2019-09-19,3,General Ward,100,45,22,13,3,23,45.85
2019-09-20,3,General Ward,100,50,15,16,3,22,50.04
2019-09-21,3,General Ward,100,30,13,7,3,22,30.0
2019-09-22,3,General Ward,100,33,16,18,1,20,33.54
2019-09-23,3,General Ward,100,42,18,17,3,21,42.68
2019-09-24,3,General Ward,100,49,11,13,4,22,49.52
2019-09-25,3,General Ward,100,52,18,15,4,24,52.65
2019-09-26,3,General Ward,100,40,19,18,4,22,40.0
2019-09-27,3,General Ward,100,55,19,11,3,24,55.28
2019-09-28,3,General Ward,100,34,12,11,4,23,34.73
2019-09-29,3,General Ward,100,30,13,14,4,23,30.0
2019-09-30,3,General Ward,100,52,11,23,3,23,52.66
2019-10-01,3,General Ward,100,51,22,19,3,26,51.92
2019-10-02,3,General Ward,100,55,14,16,4,22,55.5
2019-10-03,3,General Ward,100,47,8,13,4,27,47.18
2019-10-04,3,General Ward,100,46,13,12,2,18,46.21
2019-10-05,3,General Ward,100,35,19,17,4,21,35.27
2019-10-06,3,General Ward,100,39,10,13,4,21,39.33
2019-10-07,3,General Ward,100,56,18,10,4,23,56.02
2019-10-08,3,General Ward,100,58,15,15,3,27,58.34
2019-10-09,3,General Ward,100,56,16,19,3,24,56.75
2019-10-10,3,General Ward,100,55,14,10,3,28,55.97
2019-10-11,3,General Ward,100,52,9,13,5,27,52.96
2019-10-12,3,General Ward,100,42,22,15,3,25,42.74
2019-10-13,3,General Ward,100,36,13,8,3,24,36.99
2019-10-14,3,General Ward,100,51,18,14,3,25,51.81
2019-10-15,3,General Ward,100,51,15,15,4,25,51.97
2019-10-16,3,General Ward,100,53,17,9,3,27,53.19
2019-10-17,3,General Ward,100,55,17,16,4,25,55.3
2019-10-18,3,General Ward,100,58,17,12,2,27,58.5
2019-10-19,3,General Ward,100,37,22,9,4,23,37.82
2019-10-20,3,General Ward,100,46,15,11,3,28,46.41
2019-10-21,3,General Ward,100,58,12,13,5,25,58.64
2019-10-22,3,General Ward,100,52,11,15,2,25,52.79
2019-10-23,3,General Ward,100,51,15,12,4,27,51.35
2019-10-24,3,General Ward,100,47,17,15,5,26,47.83
2019-10-25,3,General Ward,100,57,12,14,2,28,57.26
2019-10-26,3,General Ward,100,30,13,16,2,25,30.0
2019-10-27,3,General Ward,100,31,14,22,5,24,31.17
2019-10-28,3,General Ward,100,46,18,11,2,25,46.96
2019-10-29,3,General Ward,100,54,14,15,3,25,54.99
2019-10-30,3,General Ward,100,51,20,10,3,28,51.69
2019-10-31,3,General Ward,100,47,19,13,4,23,47.69
2019-11-01,3,General Ward,100,49,15,5,5,24,49.72
2019-11-02,3,General Ward,100,46,16,12,5,25,46.34
2019-11-03,3,General Ward,100,50,13,21,2,26,50.96
2019-11-04,3,General Ward,100,58,16,20,4,25,58.89
2019-11-05,3,General Ward,100,55,13,8,4,26,55.61
2019-11-06,3,General Ward,100,56,7,15,4,24,57.0
2019-11-07,3,General Ward,100,50,16,10,3,23,50.74
2019-11-08,3,General Ward,100,54,15,11,5,26,54.55
2019-11-09,3,General Ward,100,50,9,15,4,27,50.74
2019-11-10,3,General Ward,100,43,16,14,3,21,43.03
2019-11-11,3,General Ward,100,55,16,16,4,23,55.9
2019-11-12,3,General Ward,100,54,8,17,2,26,54.61
2019-11-13,3,General Ward,100,64,15,9,4,26,64.76
2019-11-14,3,General Ward,100,55,13,12,4,25,55.64
2019-11-15,3,General Ward,100,57,19,19,4,27,57.66
2019-11-16,3,General Ward,100,49,17,22,4,21,49.13
2019-11-17,3,General Ward,100,49,12,20,4,23,49.73
2019-11-18,3,General Ward,100,47,19,11,3,23,47.94
2019-11-19,3,General Ward,100,58,10,19,4,26,58.95
2019-11-20,3,General Ward,100,64,12,9,4,28,64.22
2019-11-21,3,General Ward,100,69,16,9,4,24,69.3
2019-11-22,3,General Ward,100,51,10,18,4,26,51.2
2019-11-23,3,General Ward,100,39,15,12,4,24,39.13
2019-11-24,3,General Ward,100,47,18,13,4,26,47.92
2019-11-25,3,General Ward,100,51,14,13,3,27,51.2
2019-11-26,3,General Ward,100,49,15,11,3,25,49.93
2019-11-27,3,General Ward,100,56,20,15,3,24,56.7
2019-11-28,3,General Ward,100,62,12,14,5,22,62.5
2019-11-29,3,General Ward,100,68,17,13,3,25,68.51
2019-11-30,3,General Ward,100,44,18,10,3,25,44.92
2019-12-01,3,General Ward,100,46,11,13,4,21,46.53
2019-12-02,3,General Ward,100,68,16,17,5,27,68.39
2019-12-03,3,General Ward,100,68,13,15,2,25,68.9
2019-12-04,3,General Ward,100,64,9,8,4,30,64.67
2019-12-05,3,General Ward,100,65,8,13,5,27,65.31
2019-12-06,3,General Ward,100,57,20,13,4,22,57.56
2019-12-07,3,General Ward,100,51,26,13,1,24,51.88
2019-12-08,3,General Ward,100,53,14,18,5,24,53.21
2019-12-09,3,General Ward,100,66,11,11,3,27,66.35
2019-12-10,3,General Ward,100,59,14,10,2,26,59.19
2019-12-11,3,General Ward,100,59,7,17,5,23,59.33
2019-12-12,3,General Ward,100,68,17,16,5,27,68.58
2019-12-13,3,General Ward,100,67,16,19,4,24,67.9
2019-12-14,3,General Ward,100,51,14,12,2,26,51.89
2019-12-15,3,General Ward,100,50,14,8,3,24,50.35
2019-12-16,3,General Ward,100,67,21,18,4,28,67.38
2019-12-17,3,General Ward,100,60,16,9,3,22,60.85
2019-12-18,3,General Ward,100,62,20,10,2,26,62.47
2019-12-19,3,General Ward,100,64,8,14,3,22,64.5
2019-12-20,3,General Ward,100,66,12,13,4,28,66.29
2019-12-21,3,General Ward,100,45,20,15,5,23,45.77
2019-12-22,3,General Ward,100,39,14,17,6,24,39.72
2019-12-23,3,General Ward,100,60,15,18,3,30,60.28
2019-12-24,3,General Ward,100,61,9,13,4,26,61.93
2019-12-25,3,General Ward,100,60,10,11,3,27,60.48
2019-12-26,3,General Ward,100,61,18,13,4,26,61.3
2019-12-27,3,General Ward,100,75,14,13,5,29,75.45
2019-12-28,3,General Ward,100,53,19,13,3,25,53.44
2019-12-29,3,General Ward,100,57,10,13,4,26,57.27
2019-12-30,3,General Ward,100,59,11,10,3,26,59.76
2019-12-31,3,General Ward,100,56,13,14,3,28,56.77
2020-01-01,3,General Ward,100,79,15,16,2,25,79.69
2020-01-02,3,General Ward,100,91,15,15,4,27,91.91
2020-01-03,3,General Ward,100,82,12,14,2,28,82.62
2020-01-04,3,General Ward,100,84,12,17,5,32,84.23
2020-01-05,3,General Ward,100,80,10,8,3,26,80.46
2020-01-06,3,General Ward,100,91,12,12,4,31,91.19
2020-01-07,3,General Ward,100,93,20,17,5,26,93.03
2020-01-08,3,General Ward,100,89,8,17,2,27,89.42
2020-01-09,3,General Ward,100,93,16,22,4,28,93.71
2020-01-10,3,General Ward,100,95,13,16,4,27,95.0
2020-01-11,3,General Ward,100,73,13,7,2,30,73.2
2020-01-12,3,General Ward,100,78,19,16,5,26,78.7
2020-01-13,3,General Ward,100,94,14,13,3,27,94.45
2020-01-14,3,General Ward,100,91,17,15,3,30,91.32
2020-01-15,3,General Ward,100,95,18,16,4,31,95.0
2020-01-16,3,General Ward,100,95,20,11,3,30,95.0
2020-01-17,3,General Ward,100,95,23,11,4,32,95.0
2020-01-18,3,General Ward,100,74,18,15,3,29,74.41
2020-01-19,3,General Ward,100,82,12,17,5,25,82.6
2020-01-20,3,General Ward,100,87,15,17,3,28,87.63
2020-01-21,3,General Ward,100,95,9,12,4,26,95.0
2020-01-22,3,General Ward,100,85,10,12,2,31,85.91
2020-01-23,3,General Ward,100,91,15,23,3,32,91.89
2020-01-24,3,General Ward,100,94,17,11,3,29,94.92
2020-01-25,3,General Ward,100,73,17,12,2,24,73.76
2020-01-26,3,General Ward,100,81,21,8,4,28,81.23
2020-01-27,3,General Ward,100,94,9,16,4,27,94.4
2020-01-28,3,General Ward,100,89,9,16,4,27,89.58
2020-01-29,3,General Ward,100,94,19,7,3,27,94.03
2020-01-30,3,General Ward,100,92,14,14,3,32,92.85
2020-01-31,3,General Ward,100,90,14,12,3,30,90.19
2020-02-01,3,General Ward,100,80,16,8,3,28,80.86
2020-02-02,3,General Ward,100,79,19,10,4,29,79.2
2020-02-03,3,General Ward,100,94,18,10,6,27,94.88
2020-02-04,3,General Ward,100,92,15,12,3,28,92.4
2020-02-05,3,General Ward,100,95,10,13,2,28,95.0
2020-02-06,3,General Ward,100,95,12,11,3,29,95.0
2020-02-07,3,General Ward,100,95,15,9,3,30,95.0
2020-02-08,3,General Ward,100,86,21,9,3,28,86.48
2020-02-09,3,General Ward,100,90,14,17,3,29,90.31
2020-02-10,3,General Ward,100,95,10,15,2,30,95.0
2020-02-11,3,General Ward,100,95,20,14,5,32,95.0
2020-02-12,3,General Ward,100,93,11,19,3,32,93.3
2020-02-13,3,General Ward,100,95,13,8,3,28,95.0
2020-02-14,3,General Ward,100,95,14,12,5,30,95.0
2020-02-15,3,General Ward,100,75,15,17,2,26,75.52
2020-02-16,3,General Ward,100,84,13,11,3,30,84.35
2020-02-17,3,General Ward,100,95,15,15,4,28,95.0
2020-02-18,3,General Ward,100,95,19,21,5,29,95.0
2020-02-19,3,General Ward,100,95,12,13,3,24,95.0
2020-02-20,3,General Ward,100,95,13,8,4,30,95.0
2020-02-21,3,General Ward,100,95,14,12,4,29,95.0
2020-02-22,3,General Ward,100,82,14,20,5,29,82.4
2020-02-23,3,General Ward,100,82,25,15,4,31,82.04
2020-02-24,3,General Ward,100,92,17,13,3,26,92.9
2020-02-25,3,General Ward,100,95,12,14,2,30,95.0
2020-02-26,3,General Ward,100,95,18,15,4,29,95.0
2020-02-27,3,General Ward,100,95,15,9,6,31,95.0
2020-02-28,3,General Ward,100,95,15,18,5,31,95.0
2020-02-29,3,General Ward,100,80,20,10,2,27,80.85
2020-03-01,3,General Ward,100,81,14,13,4,27,81.67
2020-03-02,3,General Ward,100,95,29,13,4,31,95.0
2020-03-03,3,General Ward,100,95,16,18,4,27,95.0
2020-03-04,3,General Ward,100,93,14,15,4,32,93.53
2020-03-05,3,General Ward,100,95,22,13,4,29,95.0
2020-03-06,3,General Ward,100,95,16,10,4,29,95.0
2020-03-07,3,General Ward,100,81,17,14,2,25,81.26
2020-03-08,3,General Ward,100,92,14,14,6,26,92.37
2020-03-09,3,General Ward,100,95,17,11,4,31,95.0
2020-03-10,3,General Ward,100,95,12,19,4,29,95.0
2020-03-11,3,General Ward,100,95,11,12,4,31,95.0
2020-03-12,3,General Ward,100,95,15,14,2,27,95.0
2020-03-13,3,General Ward,100,89,17,7,4,29,89.45
2020-03-14,3,General Ward,100,89,14,14,2,29,89.28
2020-03-15,3,General Ward,100,87,15,11,5,26,87.48
2020-03-16,3,General Ward,100,95,21,12,1,31,95.0
2020-03-17,3,General Ward,100,95,20,12,5,28,95.0
2020-03-18,3,General Ward,100,95,11,19,2,26,95.0
2020-03-19,3,General Ward,100,92,14,11,3,26,92.27
2020-03-20,3,General Ward,100,95,17,18,3,29,95.0
2020-03-21,3,General Ward,100,90,14,19,2,27,90.17
2020-03-22,3,General Ward,100,81,13,7,4,27,81.9
2020-03-23,3,General Ward,100,95,8,15,4,28,95.0
2020-03-24,3,General Ward,100,95,19,10,5,28,95.0
2020-03-25,3,General Ward,100,95,11,9,4,24,95.0
2020-03-26,3,General Ward,100,95,17,11,4,32,95.0
2020-03-27,3,General Ward,100,95,12,15,3,28,95.0
2020-03-28,3,General Ward,100,90,15,12,3,26,90.45
2020-03-29,3,General Ward,100,90,23,11,2,27,90.51
2020-03-30,3,General Ward,100,95,8,17,4,28,95.0
2020-03-31,3,General Ward,100,95,18,12,4,29,95.0
2020-04-01,3,General Ward,100,95,23,15,2,30,95.0
2020-04-02,3,General Ward,100,95,12,9,4,27,95.0
2020-04-03,3,General Ward,100,95,13,13,3,27,95.0
2020-04-04,3,General Ward,100,84,17,15,2,27,84.14
2020-04-05,3,General Ward,100,77,15,21,4,31,77.8
2020-04-06,3,General Ward,100,95,20,15,1,30,95.0
2020-04-07,3,General Ward,100,88,11,14,5,32,88.21
2020-04-08,3,General Ward,100,95,14,12,4,29,95.0
2020-04-09,3,General Ward,100,85,20,14,4,29,85.94
2020-04-10,3,General Ward,100,95,20,17,4,30,95.0
2020-04-11,3,General Ward,100,90,22,9,4,29,90.19
2020-04-12,3,General Ward,100,86,14,7,2,28,86.8
2020-04-13,3,General Ward,100,89,11,9,5,29,89.28
2020-04-14,3,General Ward,100,93,21,9,5,31,93.1
2020-04-15,3,General Ward,100,95,10,14,4,30,95.0
2020-04-16,3,General Ward,100,95,14,22,5,27,95.0
2020-04-17,3,General Ward,100,93,15,19,5,28,93.68
2020-04-18,3,General Ward,100,87,10,15,4,27,87.23
2020-04-19,3,General Ward,100,85,15,12,5,29,85.32
2020-04-20,3,General Ward,100,95,20,16,4,28,95.0
2020-04-21,3,General Ward,100,95,13,22,3,30,95.0
2020-04-22,3,General Ward,100,95,15,14,2,31,95.0
2020-04-23,3,General Ward,100,95,12,10,2,27,95.0
2020-04-24,3,General Ward,100,95,20,12,3,31,95.0
2020-04-25,3,General Ward,100,84,14,18,5,26,84.17
2020-04-26,3,General Ward,100,72,18,16,3,29,72.73
2020-04-27,3,General Ward,100,88,14,13,2,28,88.45
2020-04-28,3,General Ward,100,95,15,12,5,26,95.0
2020-04-29,3,General Ward,100,95,14,11,3,29,95.0
2020-04-30,3,General Ward,100,95,13,15,5,29,95.0
2020-05-01,3,General Ward,100,90,14,21,3,26,90.14
2020-05-02,3,General Ward,100,79,11,6,4,26,79.29
2020-05-03,3,General Ward,100,70,19,17,4,30,70.83
2020-05-04,3,General Ward,100,83,13,12,4,28,83.44
2020-05-05,3,General Ward,100,86,14,15,3,30,86.34
2020-05-06,3,General Ward,100,95,14,17,6,27,95.0
2020-05-07,3,General Ward,100,95,17,18,3,27,95.0
2020-05-08,3,General Ward,100,95,17,12,3,27,95.0
2020-05-09,3,General Ward,100,77,16,15,3,24,77.68
2020-05-10,3,General Ward,100,89,18,8,3,33,89.59
2020-05-11,3,General Ward,100,88,13,12,4,28,88.88
2020-05-12,3,General Ward,100,95,17,10,4,31,95.0
2020-05-13,3,General Ward,100,80,11,15,3,29,80.6
2020-05-14,3,General Ward,100,95,12,18,2,28,95.0
2020-05-15,3,General Ward,100,85,21,15,6,30,85.46
2020-05-16,3,General Ward,100,88,19,13,3,26,88.23
2020-05-17,3,General Ward,100,76,16,19,6,29,76.94
2020-05-18,3,General Ward,100,87,24,19,2,31,87.54
2020-05-19,3,General Ward,100,83,13,12,4,28,83.32
2020-05-20,3,General Ward,100,91,14,11,2,28,91.72
2020-05-21,3,General Ward,100,84,11,14,2,26,84.93
2020-05-22,3,General Ward,100,95,16,16,4,27,95.0
2020-05-23,3,General Ward,100,81,20,14,3,28,81.03
2020-05-24,3,General Ward,100,74,13,19,3,27,74.1
2020-05-25,3,General Ward,100,80,10,10,3,29,80.99
2020-05-26,3,General Ward,100,87,20,16,3,25,87.5
2020-05-27,3,General Ward,100,95,19,16,4,29,95.0
2020-05-28,3,General Ward,100,94,12,16,4,29,94.15
2020-05-29,3,General Ward,100,90,11,13,3,26,90.37
2020-05-30,3,General Ward,100,79,16,16,5,28,79.75
2020-05-31,3,General Ward,100,81,10,12,2,29,81.91
2020-06-01,3,General Ward,100,94,17,12,4,31,94.7
2020-06-02,3,General Ward,100,88,16,20,4,28,88.08
2020-06-03,3,General Ward,100,91,5,17,4,28,91.51
2020-06-04,3,General Ward,100,90,13,18,3,31,90.05
2020-06-05,3,General Ward,100,83,17,22,3,29,83.03
2020-06-06,3,General Ward,100,66,12,6,3,25,66.3
2020-06-07,3,General Ward,100,74,18,8,3,27,74.56
