report_date,disease,cases,deaths,confirmed
2013-01-28,Ebola,6,6,0
2013-01-28,Diarrhoea,7,4,2
2013-01-28,Cholera,6,3,2
2013-01-29,Yellow Fever,5,3,5
2013-01-29,Viral Haemmorrhaphic Fever,6,0,0
2013-01-29,Rubella Mars,11,6,0
2013-01-29,Meningitis,12,5,0
2013-01-29,Measles,9,3,2
2013-01-29,Malaria,7,2,4
2013-01-29,Ebola,9,5,0
2013-01-29,Diarrhoea,5,2,1
2013-01-29,Cholera,5,2,4
2013-01-29,Marburg Virus,4,1,0
2013-01-30,Meningitis,9,3,0
2013-01-30,Yellow Fever,10,3,5
2013-01-30,Viral Haemmorrhaphic Fever,10,5,0
2013-01-30,Rubella Mars,4,4,0
2013-01-30,Measles,7,3,2
2013-01-30,Cholera,6,4,5
2013-01-30,Malaria,6,2,3
2013-01-30,Ebola,10,5,0
2013-01-30,Diarrhoea,9,5,3
2013-01-30,Marburg Virus,10,5,0
2013-01-31,Yellow Fever,3,1,3
2013-01-31,Viral Haemmorrhaphic Fever,7,6,0
2013-01-31,Rubella Mars,9,7,0
2013-01-31,Meningitis,10,5,0
2013-01-31,Measles,16,5,4
2013-01-31,Marburg Virus,8,3,0
2013-01-31,Malaria,6,5,4
2013-01-31,Ebola,8,6,0
2013-01-31,Diarrhoea,12,4,7
2013-01-31,Cholera,6,4,2
2013-02-01,Yellow Fever,11,5,9
2013-02-01,Viral Haemmorrhaphic Fever,8,4,0
2013-02-01,Rubella Mars,4,2,0
2013-02-01,Meningitis,7,5,0
2013-02-01,Measles,12,6,4
2013-02-01,Malaria,6,4,4
2013-02-01,Ebola,6,1,0
2013-02-01,Diarrhoea,8,4,5
2013-02-01,Cholera,13,7,9
2013-02-01,Marburg Virus,11,7,0
2013-02-02,Marburg Virus,10,4,0
2013-02-02,Cholera,10,5,8
2013-02-02,Diarrhoea,7,4,6
2013-02-02,Ebola,9,5,0
2013-02-02,Malaria,10,6,3
2013-02-02,Measles,6,3,5
2013-02-02,Meningitis,9,7,0
2013-02-02,Rubella Mars,7,1,0
2013-02-02,Viral Haemmorrhaphic Fever,2,2,0
2013-02-02,Yellow Fever,13,6,4
2013-02-03,Rubella Mars,4,2,0
2013-02-03,Meningitis,7,4,0
2013-02-03,Yellow Fever,9,7,3
2013-02-03,Viral Haemmorrhaphic Fever,11,6,0
2013-02-03,Measles,10,3,4
2013-02-03,Cholera,5,3,3
2013-02-03,Malaria,8,5,3
2013-02-03,Ebola,11,5,0
2013-02-03,Diarrhoea,6,2,5
2013-02-03,Marburg Virus,5,4,0
2013-02-04,Yellow Fever,10,8,5
2013-02-04,Viral Haemmorrhaphic Fever,8,4,0
2013-02-04,Rubella Mars,5,4,0
2013-02-04,Meningitis,6,2,0
2013-02-04,Measles,12,8,7
2013-02-04,Malaria,7,6,5
2013-02-04,Ebola,2,1,0
2013-02-04,Diarrhoea,7,3,5
2013-02-04,Cholera,6,3,1
2013-02-04,Marburg Virus,5,2,0
2013-02-05,Meningitis,10,8,0
2013-02-05,Yellow Fever,4,2,2
2013-02-05,Viral Haemmorrhaphic Fever,11,5,0
2013-02-05,Rubella Mars,11,8,0
2013-02-05,Measles,6,3,3
2013-02-05,Cholera,9,6,4
2013-02-05,Malaria,9,3,4
2013-02-05,Ebola,4,4,0
2013-02-05,Diarrhoea,4,3,2
2013-02-05,Marburg Virus,7,3,0
2013-02-06,Meningitis,12,5,0
2013-02-06,Yellow Fever,11,6,6
2013-02-06,Viral Haemmorrhaphic Fever,9,3,0
2013-02-06,Rubella Mars,7,6,0
2013-02-06,Measles,11,7,5
2013-02-06,Cholera,9,7,4
2013-02-06,Malaria,6,4,4
2013-02-06,Diarrhoea,10,3,5
2013-02-06,Marburg Virus,4,3,0
2013-02-06,Ebola,11,4,0
2013-02-07,Cholera,7,3,4
2013-02-07,Diarrhoea,7,2,3
2013-02-07,Ebola,6,4,0
2013-02-07,Malaria,10,9,6
2013-02-07,Marburg Virus,1,1,0
2013-02-07,Measles,6,3,4
2013-02-07,Meningitis,11,6,0
2013-02-07,Rubella Mars,4,1,0
2013-02-07,Viral Haemmorrhaphic Fever,6,4,0
2013-02-07,Yellow Fever,10,6,7
2013-02-08,Meningitis,14,4,0
2013-02-08,Yellow Fever,15,12,7
2013-02-08,Viral Haemmorrhaphic Fever,8,6,0
2013-02-08,Rubella Mars,5,2,0
2013-02-08,Measles,4,2,2
2013-02-08,Diarrhoea,6,0,5
2013-02-08,Malaria,5,3,2
2013-02-08,Ebola,6,2,0
2013-02-08,Cholera,5,2,4
2013-02-08,Marburg Virus,11,8,0
2013-02-09,Meningitis,7,6,0
2013-02-09,Viral Haemmorrhaphic Fever,4,2,0
2013-02-09,Rubella Mars,3,1,0
2013-02-09,Measles,6,3,4
2013-02-09,Yellow Fever,6,3,3
2013-02-09,Malaria,10,6,8
2013-02-09,Ebola,7,5,0
2013-02-09,Diarrhoea,9,5,5
2013-02-09,Cholera,11,5,6
2013-02-09,Marburg Virus,6,3,0
2013-02-10,Yellow Fever,1,1,1
2013-02-10,Viral Haemmorrhaphic Fever,4,3,0
2013-02-10,Meningitis,5,4,0
2013-02-10,Rubella Mars,7,3,0
2013-02-10,Measles,7,4,5
2013-02-10,Diarrhoea,7,5,3
2013-02-10,Malaria,10,4,4
2013-02-10,Ebola,14,6,0
2013-02-10,Cholera,11,7,4
2013-02-10,Marburg Virus,10,4,0
2013-02-11,Viral Haemmorrhaphic Fever,9,2,0
2013-02-11,Rubella Mars,5,3,0
2013-02-11,Meningitis,7,2,0
2013-02-11,Measles,10,3,6
2013-02-11,Yellow Fever,8,7,3
2013-02-11,Malaria,7,3,5
2013-02-11,Ebola,5,4,0
2013-02-11,Diarrhoea,2,0,1
2013-02-11,Cholera,4,2,1
2013-02-11,Marburg Virus,9,3,0
2013-02-12,Yellow Fever,8,6,3
2013-02-12,Viral Haemmorrhaphic Fever,10,3,0
2013-02-12,Rubella Mars,10,7,0
2013-02-12,Meningitis,14,8,0
2013-02-12,Measles,6,4,5
2013-02-12,Marburg Virus,8,4,0
2013-02-12,Ebola,4,1,0
2013-02-12,Diarrhoea,6,4,4
2013-02-12,Cholera,8,5,3
2013-02-12,Malaria,5,3,5
2013-02-13,Meningitis,10,9,0
2013-02-13,Viral Haemmorrhaphic Fever,9,2,0
2013-02-13,Rubella Mars,9,3,0
2013-02-13,Yellow Fever,7,4,2
2013-02-13,Measles,11,5,6
2013-02-13,Malaria,5,5,3
2013-02-13,Ebola,8,5,0
2013-02-13,Diarrhoea,8,3,4
2013-02-13,Cholera,5,0,3
2013-02-13,Marburg Virus,6,3,0
2013-02-14,Viral Haemmorrhaphic Fever,9,4,0
2013-02-14,Rubella Mars,9,6,0
2013-02-14,Meningitis,5,1,0
2013-02-14,Measles,10,4,4
2013-02-14,Yellow Fever,9,6,5
2013-02-14,Malaria,12,8,6
2013-02-14,Ebola,7,2,0
2013-02-14,Diarrhoea,11,6,4
2013-02-14,Cholera,9,5,7
2013-02-14,Marburg Virus,9,6,0
2013-02-15,Yellow Fever,5,4,2
2013-02-15,Viral Haemmorrhaphic Fever,5,3,0
2013-02-15,Rubella Mars,5,1,0
2013-02-15,Meningitis,11,4,0
2013-02-15,Measles,7,3,4
2013-02-15,Marburg Virus,4,1,0
2013-02-15,Ebola,6,3,0
2013-02-15,Diarrhoea,16,9,8
2013-02-15,Cholera,6,4,0
2013-02-15,Malaria,11,6,3
2013-02-16,Meningitis,8,4,0
2013-02-16,Viral Haemmorrhaphic Fever,6,3,0
2013-02-16,Rubella Mars,4,4,0
2013-02-16,Measles,7,3,4
2013-02-16,Yellow Fever,10,4,7
2013-02-16,Malaria,6,1,4
2013-02-16,Cholera,6,5,3
2013-02-16,Marburg Virus,7,6,0
2013-02-16,Ebola,8,3,0
2013-02-16,Diarrhoea,5,2,2
2013-02-17,Yellow Fever,11,8,5
2013-02-17,Viral Haemmorrhaphic Fever,8,5,0
2013-02-17,Rubella Mars,11,7,0
2013-02-17,Measles,8,5,5
2013-02-17,Meningitis,6,4,0
2013-02-17,Malaria,8,3,6
2013-02-17,Ebola,6,4,0
2013-02-17,Diarrhoea,7,3,2
2013-02-17,Cholera,3,2,3
2013-02-17,Marburg Virus,12,5,0
2013-02-18,Yellow Fever,8,4,6
2013-02-18,Viral Haemmorrhaphic Fever,13,7,0
2013-02-18,Rubella Mars,9,7,0
2013-02-18,Meningitis,7,4,0
2013-02-18,Measles,9,8,5
2013-02-18,Marburg Virus,8,2,0
2013-02-18,Ebola,7,4,0
2013-02-18,Diarrhoea,11,6,8
2013-02-18,Cholera,6,1,3
2013-02-18,Malaria,11,5,5
2013-02-19,Yellow Fever,6,1,2
2013-02-19,Viral Haemmorrhaphic Fever,11,5,0
2013-02-19,Rubella Mars,11,6,0
2013-02-19,Meningitis,4,1,0
2013-02-19,Measles,8,6,4
2013-02-19,Malaria,10,4,5
2013-02-19,Ebola,8,5,0
2013-02-19,Diarrhoea,7,4,5
2013-02-19,Cholera,11,4,6
2013-02-19,Marburg Virus,5,1,0
2013-02-20,Meningitis,7,3,0
2013-02-20,Yellow Fever,12,6,8
2013-02-20,Viral Haemmorrhaphic Fever,12,4,0
2013-02-20,Rubella Mars,7,5,0
2013-02-20,Measles,7,6,4
2013-02-20,Cholera,8,3,3
2013-02-20,Malaria,1,1,1
2013-02-20,Diarrhoea,3,2,2
2013-02-20,Marburg Virus,9,5,0
2013-02-20,Ebola,11,4,0
2013-02-21,Cholera,8,5,4
2013-02-21,Diarrhoea,6,2,2
2013-02-21,Ebola,8,3,0
2013-02-21,Malaria,8,3,2
2013-02-21,Marburg Virus,8,2,0
2013-02-21,Measles,7,6,5
2013-02-21,Meningitis,7,4,0
2013-02-21,Rubella Mars,5,5,0
2013-02-21,Viral Haemmorrhaphic Fever,6,4,0
2013-02-21,Yellow Fever,9,3,4
2013-02-22,Meningitis,8,2,0
2013-02-22,Yellow Fever,9,2,2
2013-02-22,Viral Haemmorrhaphic Fever,2,1,0
2013-02-22,Rubella Mars,10,4,0
2013-02-22,Measles,7,4,4
2013-02-22,Diarrhoea,15,8,7
2013-02-22,Malaria,9,4,2
2013-02-22,Ebola,11,5,0
2013-02-22,Cholera,10,6,2
2013-02-22,Marburg Virus,11,4,0
2013-02-23,Meningitis,12,6,0
2013-02-23,Viral Haemmorrhaphic Fever,8,2,0
2013-02-23,Rubella Mars,6,1,0
2013-02-23,Measles,5,1,2
2013-02-23,Yellow Fever,9,4,2
2013-02-23,Malaria,7,2,2
2013-02-23,Ebola,10,6,0
2013-02-23,Diarrhoea,11,7,4
2013-02-23,Cholera,7,3,2
2013-02-23,Marburg Virus,5,3,0
2013-02-24,Yellow Fever,9,3,2
2013-02-24,Viral Haemmorrhaphic Fever,9,4,0
2013-02-24,Meningitis,3,2,0
2013-02-24,Rubella Mars,9,3,0
2013-02-24,Measles,8,5,5
2013-02-24,Diarrhoea,10,6,3
2013-02-24,Malaria,9,6,5
2013-02-24,Ebola,7,3,0
2013-02-24,Cholera,10,4,4
2013-02-24,Marburg Virus,9,4,0
2013-02-25,Yellow Fever,9,5,2
2013-02-25,Rubella Mars,5,4,0
2013-02-25,Meningitis,13,3,0
2013-02-25,Measles,8,4,5
2013-02-25,Viral Haemmorrhaphic Fever,8,6,0
2013-02-25,Malaria,8,6,6
2013-02-25,Ebola,4,0,0
2013-02-25,Diarrhoea,6,4,3
2013-02-25,Cholera,7,3,1
2013-02-25,Marburg Virus,7,6,0
2013-02-26,Yellow Fever,6,2,2
2013-02-26,Cholera,7,4,2
2013-02-26,Diarrhoea,6,4,2
2013-02-26,Ebola,9,6,0
2013-02-26,Malaria,3,2,1
2013-02-26,Marburg Virus,5,2,0
2013-02-26,Measles,5,2,3
2013-02-26,Meningitis,9,6,0
2013-02-26,Rubella Mars,8,4,0
2013-02-26,Viral Haemmorrhaphic Fever,6,2,0
2013-02-27,Rubella Mars,3,1,0
2013-02-27,Meningitis,7,4,0
2013-02-27,Yellow Fever,16,7,8
2013-02-27,Viral Haemmorrhaphic Fever,8,5,0
2013-02-27,Measles,10,8,4
2013-02-27,Marburg Virus,5,2,0
2013-02-27,Malaria,7,5,5
2013-02-27,Ebola,10,7,0
2013-02-27,Diarrhoea,9,6,6
2013-02-27,Cholera,8,1,4
2013-02-28,Viral Haemmorrhaphic Fever,10,2,0
2013-02-28,Rubella Mars,14,7,0
2013-02-28,Meningitis,7,3,0
2013-02-28,Measles,7,4,4
2013-02-28,Yellow Fever,9,7,3
2013-02-28,Malaria,14,7,10
2013-02-28,Ebola,11,4,0
2013-02-28,Diarrhoea,10,6,7
2013-02-28,Cholera,9,5,6
2013-02-28,Marburg Virus,2,1,0
2013-03-01,Yellow Fever,8,2,2
2013-03-01,Viral Haemmorrhaphic Fever,9,4,0
2013-03-01,Rubella Mars,5,3,0
2013-03-01,Meningitis,6,3,0
2013-03-01,Measles,9,3,3
2013-03-01,Marburg Virus,3,3,0
2013-03-01,Ebola,6,1,0
2013-03-01,Diarrhoea,14,8,7
2013-03-01,Cholera,4,0,2
2013-03-01,Malaria,10,3,8
2013-03-02,Meningitis,6,5,0
2013-03-02,Viral Haemmorrhaphic Fever,9,5,0
2013-03-02,Rubella Mars,15,12,0
2013-03-02,Measles,8,2,7
2013-03-02,Yellow Fever,6,3,2
2013-03-02,Malaria,8,2,8
2013-03-02,Cholera,6,2,4
2013-03-02,Marburg Virus,6,3,0
2013-03-02,Ebola,5,3,0
2013-03-02,Diarrhoea,6,2,4
2013-03-03,Yellow Fever,6,2,3
2013-03-03,Viral Haemmorrhaphic Fever,10,4,0
2013-03-03,Rubella Mars,10,4,0
2013-03-03,Measles,6,2,3
2013-03-03,Meningitis,7,4,0
2013-03-03,Malaria,11,5,7
2013-03-03,Ebola,11,2,0
2013-03-03,Diarrhoea,13,8,5
2013-03-03,Cholera,11,6,2
2013-03-03,Marburg Virus,8,4,0
2013-03-04,Yellow Fever,4,1,3
2013-03-04,Viral Haemmorrhaphic Fever,9,4,0
2013-03-04,Rubella Mars,10,8,0
2013-03-04,Meningitis,9,4,0
2013-03-04,Measles,4,2,3
2013-03-04,Marburg Virus,9,7,0
2013-03-04,Ebola,4,3,0
2013-03-04,Diarrhoea,11,5,6
2013-03-04,Cholera,5,3,3
2013-03-04,Malaria,6,4,1
2013-03-05,Yellow Fever,8,4,2
2013-03-05,Viral Haemmorrhaphic Fever,6,2,0
2013-03-05,Rubella Mars,9,2,0
2013-03-05,Meningitis,6,4,0
2013-03-05,Measles,9,6,4
2013-03-05,Marburg Virus,9,5,0
2013-03-05,Ebola,3,3,0
2013-03-05,Diarrhoea,12,7,6
2013-03-05,Cholera,7,3,4
2013-03-05,Malaria,11,5,3
2013-03-06,Meningitis,9,3,0
2013-03-06,Viral Haemmorrhaphic Fever,7,3,0
2013-03-06,Rubella Mars,3,1,0
2013-03-06,Yellow Fever,5,2,2
2013-03-06,Measles,10,7,4
2013-03-06,Malaria,11,5,8
2013-03-06,Cholera,13,7,8
2013-03-06,Marburg Virus,8,4,0
2013-03-06,Ebola,10,6,0
2013-03-06,Diarrhoea,7,3,2
2013-03-07,Yellow Fever,9,7,5
2013-03-07,Viral Haemmorrhaphic Fever,15,9,0
2013-03-07,Rubella Mars,8,2,0
2013-03-07,Measles,12,6,8
2013-03-07,Meningitis,2,2,0
2013-03-07,Malaria,6,2,4
2013-03-07,Ebola,6,3,0
2013-03-07,Diarrhoea,9,5,7
2013-03-07,Cholera,15,7,7
2013-03-07,Marburg Virus,10,5,0
2013-03-08,Meningitis,9,3,0
2013-03-08,Yellow Fever,11,6,5
2013-03-08,Viral Haemmorrhaphic Fever,11,4,0
2013-03-08,Rubella Mars,9,5,0
2013-03-08,Measles,11,8,5
2013-03-08,Cholera,8,2,5
2013-03-08,Malaria,15,9,9
2013-03-08,Ebola,7,2,0
2013-03-08,Diarrhoea,7,6,0
2013-03-08,Marburg Virus,8,5,0
2013-03-09,Meningitis,5,2,0
2013-03-09,Viral Haemmorrhaphic Fever,7,4,0
2013-03-09,Rubella Mars,3,1,0
2013-03-09,Measles,6,4,4
2013-03-09,Yellow Fever,6,2,4
2013-03-09,Malaria,12,7,8
2013-03-09,Ebola,7,3,0
2013-03-09,Diarrhoea,13,7,8
2013-03-09,Cholera,7,5,3
2013-03-09,Marburg Virus,5,1,0
2013-03-10,Yellow Fever,11,3,2
2013-03-10,Viral Haemmorrhaphic Fever,4,1,0
2013-03-10,Rubella Mars,7,2,0
2013-03-10,Meningitis,1,1,0
2013-03-10,Measles,7,4,2
2013-03-10,Diarrhoea,6,3,3
2013-03-10,Malaria,5,2,3
2013-03-10,Ebola,18,5,0
2013-03-10,Marburg Virus,6,2,0
2013-03-10,Cholera,12,4,6
2013-03-11,Yellow Fever,9,4,3
2013-03-11,Viral Haemmorrhaphic Fever,4,3,0
2013-03-11,Rubella Mars,7,1,0
2013-03-11,Meningitis,9,5,0
2013-03-11,Measles,14,10,6
2013-03-11,Marburg Virus,6,4,0
2013-03-11,Malaria,9,3,5
2013-03-11,Ebola,8,4,0
2013-03-11,Diarrhoea,9,3,6
2013-03-11,Cholera,8,6,6
2013-03-12,Yellow Fever,6,4,2
2013-03-12,Viral Haemmorrhaphic Fever,10,6,0
2013-03-12,Rubella Mars,7,1,0
2013-03-12,Meningitis,9,5,0
2013-03-12,Measles,6,3,4
2013-03-12,Malaria,8,2,7
2013-03-12,Ebola,8,2,0
2013-03-12,Diarrhoea,10,4,5
2013-03-12,Marburg Virus,5,2,0
2013-03-12,Cholera,6,2,3
2013-03-13,Measles,11,2,7
2013-03-13,Yellow Fever,5,3,0
2013-03-13,Viral Haemmorrhaphic Fever,6,4,0
2013-03-13,Rubella Mars,4,1,0
2013-03-13,Meningitis,12,8,0
2013-03-13,Marburg Virus,9,3,0
2013-03-13,Ebola,9,5,0
2013-03-13,Diarrhoea,4,3,2
2013-03-13,Cholera,5,3,3
2013-03-13,Malaria,8,2,3
2013-03-14,Yellow Fever,5,3,4
2013-03-14,Viral Haemmorrhaphic Fever,3,2,0
2013-03-14,Rubella Mars,7,6,0
2013-03-14,Meningitis,7,1,0
2013-03-14,Measles,13,5,5
2013-03-14,Marburg Virus,5,2,0
2013-03-14,Malaria,8,2,4
2013-03-14,Ebola,9,6,0
2013-03-14,Diarrhoea,8,3,5
2013-03-14,Cholera,6,3,4
2013-03-15,Yellow Fever,7,5,4
2013-03-15,Viral Haemmorrhaphic Fever,7,2,0
2013-03-15,Rubella Mars,6,2,0
2013-03-15,Meningitis,9,5,0
2013-03-15,Measles,8,3,6
2013-03-15,Malaria,7,5,5
2013-03-15,Ebola,5,1,0
2013-03-15,Diarrhoea,13,6,4
2013-03-15,Cholera,8,2,4
2013-03-15,Marburg Virus,14,4,0
2013-03-16,Marburg Virus,5,4,0
2013-03-16,Cholera,8,4,7
2013-03-16,Diarrhoea,10,7,3
2013-03-16,Ebola,7,3,0
2013-03-16,Malaria,9,5,5
2013-03-16,Measles,17,6,10
2013-03-16,Meningitis,7,2,0
2013-03-16,Rubella Mars,12,6,0
2013-03-16,Viral Haemmorrhaphic Fever,9,4,0
2013-03-16,Yellow Fever,5,4,2
2013-03-17,Rubella Mars,9,6,0
2013-03-17,Meningitis,15,11,0
2013-03-17,Yellow Fever,7,5,3
2013-03-17,Viral Haemmorrhaphic Fever,6,4,0
2013-03-17,Measles,6,4,3
2013-03-17,Cholera,7,5,4
2013-03-17,Malaria,7,4,2
2013-03-17,Ebola,7,5,0
2013-03-17,Diarrhoea,11,5,8
2013-03-17,Marburg Virus,2,2,0
2013-03-18,Yellow Fever,8,5,2
2013-03-18,Viral Haemmorrhaphic Fever,9,4,0
2013-03-18,Rubella Mars,10,6,0
2013-03-18,Meningitis,6,4,0
2013-03-18,Measles,8,5,3
2013-03-18,Malaria,6,3,4
2013-03-18,Ebola,6,5,0
2013-03-18,Diarrhoea,10,4,6
2013-03-18,Cholera,8,2,2
2013-03-18,Marburg Virus,11,6,0
2013-03-19,Meningitis,8,4,0
2013-03-19,Yellow Fever,7,4,6
2013-03-19,Viral Haemmorrhaphic Fever,4,0,0
2013-03-19,Rubella Mars,11,5,0
2013-03-19,Measles,8,6,5
2013-03-19,Cholera,10,6,3
2013-03-19,Malaria,10,6,8
2013-03-19,Ebola,13,9,0
2013-03-19,Diarrhoea,11,4,8
2013-03-19,Marburg Virus,10,5,0
2013-03-20,Meningitis,7,2,0
2013-03-20,Yellow Fever,6,3,3
2013-03-20,Viral Haemmorrhaphic Fever,8,5,0
2013-03-20,Rubella Mars,10,4,0
2013-03-20,Measles,5,2,3
2013-03-20,Malaria,10,6,6
2013-03-20,Marburg Virus,10,5,0
2013-03-20,Ebola,12,5,0
2013-03-20,Diarrhoea,10,7,5
2013-03-20,Cholera,4,2,4
2013-03-21,Yellow Fever,7,6,2
2013-03-21,Viral Haemmorrhaphic Fever,6,1,0
2013-03-21,Rubella Mars,6,3,0
2013-03-21,Meningitis,5,1,0
2013-03-21,Measles,14,5,8
2013-03-21,Marburg Virus,11,5,0
2013-03-21,Malaria,7,3,3
2013-03-21,Ebola,13,5,0
2013-03-21,Diarrhoea,3,2,2
2013-03-21,Cholera,6,3,5
2013-03-22,Yellow Fever,11,7,8
2013-03-22,Viral Haemmorrhaphic Fever,9,6,0
2013-03-22,Rubella Mars,6,4,0
2013-03-22,Meningitis,7,5,0
2013-03-22,Measles,3,1,2
2013-03-22,Malaria,8,1,3
2013-03-22,Ebola,9,4,0
2013-03-22,Diarrhoea,9,7,5
2013-03-22,Cholera,7,2,3
2013-03-22,Marburg Virus,6,4,0
2013-03-23,Marburg Virus,8,5,0
2013-03-23,Cholera,6,1,5
2013-03-23,Diarrhoea,3,2,2
2013-03-23,Ebola,7,2,0
2013-03-23,Malaria,7,3,2
2013-03-23,Measles,6,2,3
2013-03-23,Meningitis,7,3,0
2013-03-23,Rubella Mars,8,5,0
2013-03-23,Viral Haemmorrhaphic Fever,7,3,0
2013-03-23,Yellow Fever,6,2,3
2013-03-24,Rubella Mars,8,3,0
2013-03-24,Meningitis,6,2,0
2013-03-24,Yellow Fever,13,6,5
2013-03-24,Viral Haemmorrhaphic Fever,7,1,0
2013-03-24,Measles,8,4,3
2013-03-24,Cholera,9,6,4
2013-03-24,Malaria,9,3,6
2013-03-24,Ebola,10,6,0
2013-03-24,Diarrhoea,8,1,5
2013-03-24,Marburg Virus,9,5,0
2013-03-25,Yellow Fever,6,3,3
2013-03-25,Viral Haemmorrhaphic Fever,3,1,0
2013-03-25,Rubella Mars,8,4,0
2013-03-25,Meningitis,9,6,0
2013-03-25,Measles,11,7,5
2013-03-25,Malaria,6,5,1
2013-03-25,Ebola,5,2,0
2013-03-25,Diarrhoea,8,6,3
2013-03-25,Cholera,11,5,7
2013-03-25,Marburg Virus,11,2,0
2013-03-26,Meningitis,11,4,0
2013-03-26,Yellow Fever,4,3,2
2013-03-26,Viral Haemmorrhaphic Fever,3,2,0
2013-03-26,Rubella Mars,12,4,0
2013-03-26,Measles,7,3,3
2013-03-26,Cholera,7,0,3
2013-03-26,Malaria,7,4,4
2013-03-26,Ebola,9,3,0
2013-03-26,Diarrhoea,7,4,4
2013-03-26,Marburg Virus,6,3,0
2013-03-27,Meningitis,14,9,0
2013-03-27,Yellow Fever,8,5,5
2013-03-27,Viral Haemmorrhaphic Fever,7,5,0
2013-03-27,Rubella Mars,7,4,0
2013-03-27,Measles,8,5,4
2013-03-27,Marburg Virus,8,2,0
2013-03-27,Malaria,8,4,4
2013-03-27,Ebola,5,2,0
2013-03-27,Diarrhoea,5,2,2
2013-03-27,Cholera,12,7,5
2013-03-28,Viral Haemmorrhaphic Fever,9,3,0
2013-03-28,Rubella Mars,7,4,0
2013-03-28,Meningitis,7,3,0
2013-03-28,Measles,12,9,9
2013-03-28,Yellow Fever,5,2,5
2013-03-28,Malaria,8,3,3
2013-03-28,Ebola,6,5,0
2013-03-28,Diarrhoea,12,3,3
2013-03-28,Cholera,14,7,7
2013-03-28,Marburg Virus,8,3,0
2013-03-29,Yellow Fever,5,1,4
2013-03-29,Viral Haemmorrhaphic Fever,6,3,0
2013-03-29,Rubella Mars,6,2,0
2013-03-29,Meningitis,13,9,0
2013-03-29,Measles,5,3,1
2013-03-29,Marburg Virus,5,2,0
2013-03-29,Ebola,7,3,0
2013-03-29,Diarrhoea,7,3,3
2013-03-29,Cholera,9,4,5
2013-03-29,Malaria,5,2,2
2013-03-30,Meningitis,10,5,0
2013-03-30,Viral Haemmorrhaphic Fever,9,4,0
2013-03-30,Rubella Mars,3,2,0
2013-03-30,Measles,6,4,3
2013-03-30,Yellow Fever,7,3,3
2013-03-30,Malaria,6,4,2
2013-03-30,Cholera,6,3,3
2013-03-30,Marburg Virus,5,2,0
2013-03-30,Ebola,9,4,0
2013-03-30,Diarrhoea,3,3,1
2013-03-31,Yellow Fever,10,7,6
2013-03-31,Viral Haemmorrhaphic Fever,5,1,0
2013-03-31,Rubella Mars,4,4,0
2013-03-31,Measles,9,5,4
2013-03-31,Meningitis,3,0,0
2013-03-31,Malaria,4,3,0
2013-03-31,Ebola,9,3,0
2013-03-31,Diarrhoea,10,4,5
2013-03-31,Cholera,11,5,5
2013-03-31,Marburg Virus,8,3,0
2013-04-01,Yellow Fever,9,4,4
2013-04-01,Viral Haemmorrhaphic Fever,8,5,0
2013-04-01,Rubella Mars,5,4,0
2013-04-01,Meningitis,3,1,0
2013-04-01,Measles,14,8,6
2013-04-01,Marburg Virus,8,3,0
2013-04-01,Ebola,7,5,0
2013-04-01,Diarrhoea,10,6,4
2013-04-01,Cholera,7,4,3
2013-04-01,Malaria,10,6,4
2013-04-02,Yellow Fever,9,5,6
2013-04-02,Viral Haemmorrhaphic Fever,10,5,0
2013-04-02,Rubella Mars,8,4,0
2013-04-02,Meningitis,8,5,0
2013-04-02,Measles,5,3,2
2013-04-02,Marburg Virus,5,1,0
2013-04-02,Ebola,7,3,0
2013-04-02,Diarrhoea,7,4,3
2013-04-02,Cholera,3,1,2
2013-04-02,Malaria,9,3,8
2013-04-03,Rubella Mars,7,2,0
2013-04-03,Yellow Fever,4,4,1
2013-04-03,Viral Haemmorrhaphic Fever,9,3,0
2013-04-03,Meningitis,9,5,0
2013-04-03,Measles,7,1,4
2013-04-03,Malaria,8,5,2
2013-04-03,Marburg Virus,6,3,0
2013-04-03,Ebola,10,5,0
2013-04-03,Diarrhoea,10,4,3
2013-04-03,Cholera,9,3,3
2013-04-04,Viral Haemmorrhaphic Fever,7,2,0
2013-04-04,Rubella Mars,5,2,0
2013-04-04,Meningitis,9,5,0
2013-04-04,Measles,8,3,4
2013-04-04,Yellow Fever,6,1,4
2013-04-04,Malaria,8,2,5
2013-04-04,Ebola,9,6,0
2013-04-04,Diarrhoea,12,4,5
2013-04-04,Cholera,7,3,2
2013-04-04,Marburg Virus,3,0,0
2013-04-05,Yellow Fever,8,1,3
2013-04-05,Viral Haemmorrhaphic Fever,13,6,0
2013-04-05,Rubella Mars,3,1,0
2013-04-05,Meningitis,9,3,0
2013-04-05,Measles,1,0,1
2013-04-05,Marburg Virus,8,2,0
2013-04-05,Ebola,5,3,0
2013-04-05,Diarrhoea,16,9,8
2013-04-05,Cholera,6,1,2
2013-04-05,Malaria,8,6,5
2013-04-06,Meningitis,6,1,0
2013-04-06,Viral Haemmorrhaphic Fever,8,0,0
2013-04-06,Rubella Mars,7,1,0
2013-04-06,Measles,12,9,6
2013-04-06,Yellow Fever,10,6,7
2013-04-06,Malaria,12,6,6
2013-04-06,Cholera,8,6,1
2013-04-06,Marburg Virus,6,3,0
2013-04-06,Ebola,9,7,0
2013-04-06,Diarrhoea,9,4,6
2013-04-07,Yellow Fever,7,2,1
2013-04-07,Viral Haemmorrhaphic Fever,2,1,0
